Latitude (decimal degrees):	-33.843
Longitude (decimal degrees):	18.834
Elevation (m):	202
Radiation database:	PVGIS-SARAH3


Slope: 29 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230811:1402,100.03,141.21,22.79,22.53,1.86,0.0
20230811:1502,50.21,78.33,12.4,21.28,1.52,0.0
20230811:1602,0.0,0.0,0.0,19.3,0.97,0.0
20230811:1702,0.0,0.0,0.0,18.07,0.41,0.0
20230811:1802,0.0,0.0,0.0,17.15,0.28,0.0
20230811:1902,0.0,0.0,0.0,15.68,0.34,0.0
20230811:2002,0.0,0.0,0.0,15.2,0.48,0.0
20230811:2102,0.0,0.0,0.0,14.69,0.62,0.0
20230811:2202,0.0,0.0,0.0,14.13,0.62,0.0
20230811:2302,0.0,0.0,0.0,13.56,0.69,0.0
20230812:0002,0.0,0.0,0.0,12.87,0.83,0.0
20230812:0102,0.0,0.0,0.0,10.93,1.1,0.0
20230812:0202,0.0,0.0,0.0,9.95,1.24,0.0
20230812:0302,0.0,0.0,0.0,9.62,1.24,0.0
20230812:0402,0.0,0.0,0.0,9.68,1.1,0.0
20230812:0502,0.0,0.0,0.0,9.37,1.1,0.0
20230812:0602,14.12,29.15,6.07,9.63,0.97,0.0
20230812:0702,67.77,96.37,17.13,11.16,0.55,0.0
20230812:0802,102.64,137.75,26.96,12.23,1.03,0.0
20230812:0902,157.95,202.96,34.85,12.9,1.45,0.0
20230812:1002,224.28,283.41,39.84,13.52,1.93,0.0
20230812:1102,87.54,120.58,41.03,14.01,2.21,0.0
20230812:1202,100.46,135.77,38.15,14.06,2.34,0.0
20230812:1302,113.62,150.96,31.8,13.77,2.48,0.0
20230812:1402,110.32,147.86,22.98,13.19,2.34,0.0
20230812:1502,27.55,47.36,12.57,12.42,2.07,0.0
20230812:1602,0.0,0.0,0.0,11.52,1.66,0.0
20230812:1702,0.0,0.0,0.0,10.89,1.45,0.0
20230812:1802,0.0,0.0,0.0,10.53,1.24,0.0
20230812:1902,0.0,0.0,0.0,10.09,0.55,0.0
20230812:2002,0.0,0.0,0.0,9.32,0.76,0.0
20230812:2102,0.0,0.0,0.0,8.61,0.9,0.0
20230812:2202,0.0,0.0,0.0,8.3,0.97,0.0
20230812:2302,0.0,0.0,0.0,7.99,1.03,0.0
20230813:0002,0.0,0.0,0.0,7.73,1.1,0.0
20230813:0102,0.0,0.0,0.0,7.91,1.1,0.0
20230813:0202,0.0,0.0,0.0,7.79,1.1,0.0
20230813:0302,0.0,0.0,0.0,8.03,1.1,0.0
20230813:0402,0.0,0.0,0.0,7.9,1.1,0.0
20230813:0502,0.0,0.0,0.0,8.13,0.97,0.0
20230813:0602,18.23,34.61,6.29,8.52,0.76,0.0
20230813:0702,74.63,107.08,17.37,9.56,0.76,0.0
20230813:0802,118.13,177.24,27.22,11.51,0.83,0.0
20230813:0902,183.0,253.55,35.14,12.64,1.1,0.0
20230813:1002,200.15,279.47,40.15,13.73,1.72,0.0
20230813:1102,200.81,282.4,41.33,14.1,1.93,0.0
20230813:1202,217.67,291.08,38.42,14.27,2.0,0.0
20230813:1302,105.61,182.06,32.03,14.32,2.21,0.0
20230813:1402,76.6,129.18,23.18,13.99,2.21,0.0
20230813:1502,26.75,46.45,12.73,13.06,2.14,0.0
20230813:1602,0.0,0.0,0.0,11.84,1.79,0.0
20230813:1702,0.0,0.0,0.0,10.7,1.59,0.0
20230813:1802,0.0,0.0,0.0,9.97,1.52,0.0
20230813:1902,0.0,0.0,0.0,9.73,1.59,0.0
20230813:2002,0.0,0.0,0.0,9.39,1.52,0.0
20230813:2102,0.0,0.0,0.0,9.17,1.38,0.0
20230813:2202,0.0,0.0,0.0,8.96,1.31,0.0
20230813:2302,0.0,0.0,0.0,8.71,1.24,0.0
20230814:0002,0.0,0.0,0.0,8.4,1.17,0.0
20230814:0102,0.0,0.0,0.0,7.95,1.03,0.0
20230814:0202,0.0,0.0,0.0,8.09,0.9,0.0
20230814:0302,0.0,0.0,0.0,8.1,0.76,0.0
20230814:0402,0.0,0.0,0.0,8.22,0.76,0.0
20230814:0502,0.0,0.0,0.0,7.95,0.48,0.0
20230814:0602,19.69,36.43,6.51,7.54,0.21,0.0
20230814:0702,85.0,118.32,17.61,8.55,0.34,0.0
20230814:0802,152.18,205.53,27.49,10.34,0.97,0.0
20230814:0902,193.37,262.1,35.43,11.11,1.59,0.0
20230814:1002,250.99,317.2,40.46,11.92,1.93,0.0
20230814:1102,255.85,328.19,41.63,12.36,2.07,0.0
20230814:1202,224.07,281.88,38.69,12.56,2.21,0.0
20230814:1302,155.45,199.46,32.27,12.36,2.21,0.0
20230814:1402,124.71,165.71,23.37,12.08,2.07,0.0
20230814:1502,27.64,47.36,12.89,11.71,1.86,0.0
20230814:1602,0.0,0.0,0.0,11.03,1.38,0.0
20230814:1702,0.0,0.0,0.0,9.93,0.97,0.0
20230814:1802,0.0,0.0,0.0,9.28,0.9,0.0
20230814:1902,0.0,0.0,0.0,7.15,1.86,0.0
20230814:2002,0.0,0.0,0.0,6.56,1.93,0.0
20230814:2102,0.0,0.0,0.0,6.19,1.93,0.0
20230814:2202,0.0,0.0,0.0,5.83,1.93,0.0
20230814:2302,0.0,0.0,0.0,5.57,1.93,0.0
20230815:0002,0.0,0.0,0.0,5.23,2.0,0.0
20230815:0102,0.0,0.0,0.0,4.86,2.14,0.0
20230815:0202,0.0,0.0,0.0,4.81,2.21,0.0
20230815:0302,0.0,0.0,0.0,4.86,2.28,0.0
20230815:0402,0.0,0.0,0.0,4.86,2.21,0.0
20230815:0502,0.0,0.0,0.0,4.87,2.21,0.0
20230815:0602,13.16,27.32,6.74,4.98,2.28,0.0
20230815:0702,24.1,57.62,17.85,8.13,2.41,0.0
20230815:0802,76.39,146.67,27.76,11.24,3.31,0.0
20230815:0902,137.47,219.23,35.72,12.95,4.07,0.0
20230815:1002,173.18,260.13,40.77,14.3,4.21,0.0
20230815:1102,181.39,270.07,41.94,15.34,4.0,0.0
20230815:1202,163.56,249.81,38.97,16.22,3.72,0.0
20230815:1302,109.06,190.12,32.5,16.77,3.52,0.0
20230815:1402,47.86,108.79,23.57,16.83,3.24,0.0
20230815:1502,31.24,52.83,13.06,16.21,2.9,0.0
20230815:1602,0.0,2.73,1.57,14.7,2.97,0.0
20230815:1702,0.0,0.0,0.0,13.09,3.1,0.0
20230815:1802,0.0,0.0,0.0,11.81,2.97,0.0
20230815:1902,0.0,0.0,0.0,11.33,3.03,0.0
20230815:2002,0.0,0.0,0.0,10.57,2.9,0.0
20230815:2102,0.0,0.0,0.0,9.93,2.9,0.0
20230815:2202,0.0,0.0,0.0,9.44,2.76,0.0
20230815:2302,0.0,0.0,0.0,8.9,2.69,0.0
20230816:0002,0.0,0.0,0.0,8.48,2.62,0.0
20230816:0102,0.0,0.0,0.0,7.96,2.48,0.0
20230816:0202,0.0,0.0,0.0,7.49,2.41,0.0
20230816:0302,0.0,0.0,0.0,7.13,2.41,0.0
20230816:0402,0.0,0.0,0.0,6.84,2.28,0.0
20230816:0502,0.0,0.0,0.0,6.56,2.21,0.0
20230816:0602,14.98,30.06,6.97,7.2,2.0,0.0
20230816:0702,26.36,63.09,18.1,10.82,1.93,0.0
20230816:0802,78.18,150.74,28.03,14.88,2.97,0.0
20230816:0902,137.73,221.86,36.02,16.04,3.86,0.0
20230816:1002,175.39,264.04,41.08,16.85,4.28,0.0
20230816:1102,184.21,273.92,42.25,17.23,4.55,0.0
20230816:1202,167.24,253.59,39.24,17.2,4.83,0.0
20230816:1302,115.09,195.43,32.74,16.78,4.76,0.0
20230816:1402,108.53,162.16,23.77,16.03,5.03,0.0
20230816:1502,56.55,83.79,13.22,14.8,4.28,0.0
20230816:1602,0.0,3.64,1.71,13.42,3.79,0.0
20230816:1702,0.0,0.0,0.0,12.13,3.59,0.0
20230816:1802,0.0,0.0,0.0,11.47,3.79,0.0
20230816:1902,0.0,0.0,0.0,10.69,3.59,0.0
20230816:2002,0.0,0.0,0.0,10.18,3.66,0.0
20230816:2102,0.0,0.0,0.0,9.72,3.79,0.0
20230816:2202,0.0,0.0,0.0,9.54,3.79,0.0
20230816:2302,0.0,0.0,0.0,9.34,3.79,0.0
20230817:0002,0.0,0.0,0.0,9.22,3.59,0.0
20230817:0102,0.0,0.0,0.0,9.33,3.72,0.0
20230817:0202,0.0,0.0,0.0,9.19,3.38,0.0
20230817:0302,0.0,0.0,0.0,9.41,3.59,0.0
20230817:0402,0.0,0.0,0.0,9.31,3.17,0.0
20230817:0502,0.0,0.0,0.0,9.35,3.03,0.0
20230817:0602,20.23,37.34,7.2,9.38,3.03,0.0
20230817:0702,81.84,112.41,18.36,9.64,3.24,0.0
20230817:0802,154.47,197.59,28.31,10.4,3.93,0.0
20230817:0902,165.01,208.69,36.33,11.58,3.52,0.0
20230817:1002,234.1,293.03,41.4,13.26,3.03,0.0
20230817:1102,50.24,75.96,42.56,14.07,3.31,0.0
20230817:1202,124.59,163.3,39.52,13.49,3.31,0.0
20230817:1302,25.37,44.62,32.97,13.03,3.52,0.0
20230817:1402,95.11,128.32,23.96,11.89,3.66,0.0
20230817:1502,49.02,73.77,13.39,11.56,2.55,0.0
20230817:1602,0.0,2.73,1.85,10.62,3.45,0.0
20230817:1702,0.0,0.0,0.0,9.92,3.45,0.0
20230817:1802,0.0,0.0,0.0,9.7,2.83,0.0
20230817:1902,0.0,0.0,0.0,9.84,1.93,0.0
20230817:2002,0.0,0.0,0.0,9.79,2.07,0.0
20230817:2102,0.0,0.0,0.0,9.73,2.28,0.0
20230817:2202,0.0,0.0,0.0,9.64,2.14,0.0
20230817:2302,0.0,0.0,0.0,9.76,1.93,0.0
20230818:0002,0.0,0.0,0.0,9.73,2.0,0.0
20230818:0102,0.0,0.0,0.0,9.43,2.0,0.0
20230818:0202,0.0,0.0,0.0,9.25,1.93,0.0
20230818:0302,0.0,0.0,0.0,9.2,1.66,0.0
20230818:0402,0.0,0.0,0.0,9.22,1.66,0.0
20230818:0502,0.0,0.0,0.0,9.18,2.07,0.0
20230818:0602,21.61,39.16,7.44,9.3,2.07,0.0
20230818:0702,93.73,129.69,18.62,10.17,2.9,0.0
20230818:0802,166.41,218.64,28.6,11.39,3.17,0.0
20230818:0902,211.2,280.8,36.64,12.64,3.24,0.0
20230818:1002,255.97,329.36,41.73,13.72,3.38,0.0
20230818:1102,212.87,296.65,42.87,14.21,3.31,0.0
20230818:1202,210.17,288.84,39.81,14.39,3.38,0.0
20230818:1302,150.25,224.3,33.21,14.28,3.03,0.0
20230818:1402,68.11,129.76,24.16,14.02,2.21,0.0
20230818:1502,61.87,90.17,13.55,13.93,1.24,0.0
20230818:1602,0.0,3.64,1.99,13.36,0.62,0.0
20230818:1702,0.0,0.0,0.0,11.62,0.9,0.0
20230818:1802,0.0,0.0,0.0,9.93,1.38,0.0
20230818:1902,0.0,0.0,0.0,9.82,1.45,0.0
20230818:2002,0.0,0.0,0.0,9.24,1.59,0.0
20230818:2102,0.0,0.0,0.0,9.1,1.79,0.0
20230818:2202,0.0,0.0,0.0,9.05,1.79,0.0
20230818:2302,0.0,0.0,0.0,8.74,1.79,0.0
20230819:0002,0.0,0.0,0.0,8.63,1.79,0.0
20230819:0102,0.0,0.0,0.0,8.39,1.79,0.0
20230819:0202,0.0,0.0,0.0,8.14,1.79,0.0
20230819:0302,0.0,0.0,0.0,7.62,1.86,0.0
20230819:0402,0.0,0.0,0.0,6.91,1.93,0.0
20230819:0502,0.0,0.0,0.0,6.37,1.93,0.0
20230819:0602,23.36,40.99,7.68,6.35,1.79,0.0
20230819:0702,72.08,113.5,18.88,9.8,1.31,0.0
20230819:0802,87.47,164.38,28.88,13.84,0.9,0.0
20230819:0902,148.74,236.04,36.95,15.98,1.38,0.0
20230819:1002,186.96,278.61,42.05,16.7,2.34,0.0
20230819:1102,195.55,287.68,43.19,16.71,2.76,0.0
20230819:1202,231.42,310.54,40.09,16.58,2.83,0.0
20230819:1302,123.32,206.81,33.45,16.28,3.17,0.0
20230819:1402,62.5,127.87,24.36,15.82,3.24,0.0
20230819:1502,29.6,50.99,13.72,14.89,2.76,0.0
20230819:1602,0.25,6.38,2.13,13.72,2.28,0.0
20230819:1702,0.0,0.0,0.0,12.2,2.07,0.0
20230819:1802,0.0,0.0,0.0,11.24,1.79,0.0
20230819:1902,0.0,0.0,0.0,10.93,1.79,0.0
20230819:2002,0.0,0.0,0.0,10.87,1.86,0.0
20230819:2102,0.0,0.0,0.0,10.51,1.93,0.0
20230819:2202,0.0,0.0,0.0,10.3,2.0,0.0
20230819:2302,0.0,0.0,0.0,10.14,2.14,0.0
20230820:0002,0.0,0.0,0.0,9.9,2.21,0.0
20230820:0102,0.0,0.0,0.0,9.37,2.41,0.0
20230820:0202,0.0,0.0,0.0,9.15,2.55,0.0
20230820:0302,0.0,0.0,0.0,9.02,2.76,0.0
20230820:0402,0.0,0.0,0.0,9.05,2.69,0.0
20230820:0502,0.0,0.0,0.0,8.92,2.83,0.0
20230820:0602,25.89,44.63,7.92,9.05,2.83,0.0
20230820:0702,59.9,103.98,19.14,9.81,4.14,0.0
20230820:0802,126.16,192.76,29.17,10.8,4.34,0.0
20230820:0902,164.22,245.02,37.27,11.97,4.41,0.0
20230820:1002,210.94,293.6,42.39,13.13,4.69,0.0
20230820:1102,206.21,293.2,43.52,13.99,4.97,0.0
20230820:1202,186.98,271.66,40.38,14.37,5.03,0.0
20230820:1302,130.13,211.79,33.69,14.51,5.17,0.0
20230820:1402,64.18,130.53,24.56,14.22,5.1,0.0
20230820:1502,20.78,41.88,13.88,13.36,4.55,0.0
20230820:1602,0.26,6.38,2.27,12.15,4.76,0.0
20230820:1702,0.0,0.0,0.0,11.1,4.55,0.0
20230820:1802,0.0,0.0,0.0,10.5,4.55,0.0
20230820:1902,0.0,0.0,0.0,10.22,4.76,0.0
20230820:2002,0.0,0.0,0.0,10.31,4.97,0.0
20230820:2102,0.0,0.0,0.0,10.43,5.03,0.0
20230820:2202,0.0,0.0,0.0,10.55,5.59,0.0
20230820:2302,0.0,0.0,0.0,10.43,5.38,0.0
20230821:0002,0.0,0.0,0.0,10.26,4.76,0.0
20230821:0102,0.0,0.0,0.0,10.94,4.69,0.0
20230821:0202,0.0,0.0,0.0,11.19,3.45,0.0
20230821:0302,0.0,0.0,0.0,11.22,3.66,0.0
20230821:0402,0.0,0.0,0.0,11.13,3.31,0.0
20230821:0502,0.0,0.0,0.0,11.1,3.86,0.0
20230821:0602,24.23,42.81,8.17,11.0,3.59,0.0
20230821:0702,75.86,120.24,19.41,11.5,3.59,0.0
20230821:0802,107.46,180.54,29.47,12.4,4.34,0.0
20230821:0902,216.32,287.55,37.59,13.05,4.97,0.0
20230821:1002,235.85,314.76,42.72,13.61,5.86,0.0
20230821:1102,268.72,343.65,43.84,13.5,6.21,0.0
20230821:1202,244.53,317.25,40.66,13.18,5.79,0.0
20230821:1302,194.17,260.39,33.93,12.81,5.52,0.0
20230821:1402,93.31,154.25,24.75,12.57,4.97,0.0
20230821:1502,54.63,80.88,14.05,12.32,4.0,0.0
20230821:1602,0.0,4.55,2.41,11.54,4.21,0.0
20230821:1702,0.0,0.0,0.0,11.06,3.59,0.0
20230821:1802,0.0,0.0,0.0,10.77,3.17,0.0
20230821:1902,0.0,0.0,0.0,10.9,3.38,0.0
20230821:2002,0.0,0.0,0.0,10.61,2.83,0.0
20230821:2102,0.0,0.0,0.0,10.36,2.9,0.0
20230821:2202,0.0,0.0,0.0,10.09,2.97,0.0
20230821:2302,0.0,0.0,0.0,9.92,3.1,0.0
20230822:0002,0.0,0.0,0.0,9.9,3.38,0.0
20230822:0102,0.0,0.0,0.0,9.83,3.66,0.0
20230822:0202,0.0,0.0,0.0,9.99,4.07,0.0
20230822:0302,0.0,0.0,0.0,9.97,4.28,0.0
20230822:0402,0.0,0.0,0.0,9.94,4.34,0.0
20230822:0502,0.0,0.0,0.0,9.95,4.62,0.0
20230822:0602,15.43,30.97,8.43,10.06,4.07,0.0
20230822:0702,34.76,56.02,19.69,10.64,5.38,0.0
20230822:0802,81.0,111.08,29.77,11.11,6.14,0.0
20230822:0902,111.44,146.21,37.91,11.41,6.41,0.0
20230822:1002,178.31,222.71,43.06,11.61,6.21,0.0
20230822:1102,80.01,110.14,44.17,11.42,5.31,0.0
20230822:1202,59.74,86.4,40.95,11.48,5.45,0.0
20230822:1302,64.57,92.1,34.17,11.46,5.38,0.0
20230822:1402,59.72,86.4,24.95,11.61,6.0,0.0
20230822:1502,15.59,31.33,14.21,11.32,4.21,0.0
20230822:1602,0.27,6.38,2.55,11.22,3.52,0.0
20230822:1702,0.0,0.0,0.0,11.21,3.31,0.0
20230822:1802,0.0,0.0,0.0,11.24,3.24,0.0
20230822:1902,0.0,0.0,0.0,11.39,3.38,0.0
20230822:2002,0.0,0.0,0.0,11.31,3.45,0.0
20230822:2102,0.0,0.0,0.0,10.87,3.52,0.0
20230822:2202,0.0,0.0,0.0,10.34,3.1,0.0
20230822:2302,0.0,0.0,0.0,9.96,2.62,0.0
20230823:0002,0.0,0.0,0.0,9.69,2.34,0.0
20230823:0102,0.0,0.0,0.0,9.67,2.21,0.0
20230823:0202,0.0,0.0,0.0,8.97,2.0,0.0
20230823:0302,0.0,0.0,0.0,8.35,1.86,0.0
20230823:0402,0.0,0.0,0.0,7.74,1.72,0.0
20230823:0502,0.0,0.0,0.0,7.24,1.45,0.0
20230823:0602,29.78,49.18,8.68,6.88,1.24,0.0
20230823:0702,41.59,95.87,19.96,9.02,1.52,0.0
20230823:0802,160.39,203.8,30.07,9.85,2.14,0.0
20230823:0902,193.31,272.33,38.24,10.85,2.97,0.0
20230823:1002,243.64,324.18,43.4,11.46,3.1,0.0
20230823:1102,244.71,327.57,44.5,12.13,3.31,0.0
20230823:1202,206.38,291.02,41.25,12.57,3.31,0.0
20230823:1302,151.76,232.38,34.42,12.19,3.03,0.0
20230823:1402,80.36,148.61,25.15,11.91,2.76,0.0
20230823:1502,36.16,66.32,14.38,11.55,2.21,0.0
20230823:1602,1.04,8.2,2.7,10.87,1.38,0.0
20230823:1702,0.0,0.0,0.0,10.16,0.9,0.0
20230823:1802,0.0,0.0,0.0,9.77,0.55,0.0
20230823:1902,0.0,0.0,0.0,9.98,0.48,0.0
20230823:2002,0.0,0.0,0.0,9.67,0.48,0.0
20230823:2102,0.0,0.0,0.0,9.26,0.41,0.0
20230823:2202,0.0,0.0,0.0,8.88,0.55,0.0
20230823:2302,0.0,0.0,0.0,7.97,0.9,0.0
20230824:0002,0.0,0.0,0.0,6.07,1.17,0.0
20230824:0102,0.0,0.0,0.0,4.59,1.31,0.0
20230824:0202,0.0,0.0,0.0,3.68,1.38,0.0
20230824:0302,0.0,0.0,0.0,3.26,1.31,0.0
20230824:0402,0.0,0.0,0.0,2.97,1.38,0.0
20230824:0502,0.0,0.0,0.0,2.65,1.52,0.0
20230824:0602,20.17,36.43,8.94,3.1,1.45,0.0
20230824:0702,110.11,149.72,20.24,6.4,1.24,0.0
20230824:0802,184.55,242.89,30.38,9.73,1.17,0.0
20230824:0902,240.77,304.67,38.57,12.0,1.1,0.0
20230824:1002,274.84,356.21,43.75,13.38,0.69,0.0
20230824:1102,251.65,339.89,44.83,14.46,0.76,0.0
20230824:1202,203.18,293.63,41.54,15.13,1.24,0.0
20230824:1302,150.25,235.41,34.66,15.54,1.72,0.0
20230824:1402,88.95,158.27,25.35,15.33,1.86,0.0
20230824:1502,56.65,89.96,14.54,14.53,1.66,0.0
20230824:1602,0.0,2.73,2.84,13.2,1.31,0.0
20230824:1702,0.0,0.0,0.0,11.25,1.03,0.0
20230824:1802,0.0,0.0,0.0,10.68,0.69,0.0
20230824:1902,0.0,0.0,0.0,9.84,0.9,0.0
20230824:2002,0.0,0.0,0.0,7.69,1.52,0.0
20230824:2102,0.0,0.0,0.0,6.32,2.0,0.0
20230824:2202,0.0,0.0,0.0,6.02,2.34,0.0
20230824:2302,0.0,0.0,0.0,6.27,2.76,0.0
20230825:0002,0.0,0.0,0.0,7.14,3.17,0.0
20230825:0102,0.0,0.0,0.0,7.85,3.66,0.0
20230825:0202,0.0,0.0,0.0,8.37,4.0,0.0
20230825:0302,0.0,0.0,0.0,8.3,4.28,0.0
20230825:0402,0.0,0.0,0.0,8.52,4.21,0.0
20230825:0502,0.0,0.0,0.0,8.9,3.38,0.0
20230825:0602,25.88,44.63,9.2,9.22,3.52,0.0
20230825:0702,25.74,44.62,20.53,10.29,3.59,0.0
20230825:0802,158.73,201.73,30.69,10.96,3.79,0.0
20230825:0902,32.34,53.17,38.91,11.45,5.45,0.0
20230825:1002,216.7,268.58,44.1,12.72,5.52,0.0
20230825:1102,180.08,226.27,45.17,13.01,5.52,0.0
20230825:1202,228.57,282.3,41.83,12.23,5.59,0.0
20230825:1302,27.79,47.47,34.9,11.63,4.62,0.0
20230825:1402,149.66,196.29,25.55,10.82,4.41,0.0
20230825:1502,69.97,99.81,14.7,9.97,4.07,0.0
20230825:1602,0.65,7.29,2.98,9.21,4.76,0.0
20230825:1702,0.0,0.0,0.0,8.6,3.59,0.0
20230825:1802,0.0,0.0,0.0,8.36,3.59,0.0
20230825:1902,0.0,0.0,0.0,8.22,3.1,0.0
20230825:2002,0.0,0.0,0.0,7.88,3.03,0.0
20230825:2102,0.0,0.0,0.0,7.63,2.55,0.0
20230825:2202,0.0,0.0,0.0,7.56,1.93,0.0
20230825:2302,0.0,0.0,0.0,7.57,1.59,0.0
20230826:0002,0.0,0.0,0.0,7.52,1.59,0.0
20230826:0102,0.0,0.0,0.0,7.47,1.72,0.0
20230826:0202,0.0,0.0,0.0,7.85,1.52,0.0
20230826:0302,0.0,0.0,0.0,7.51,1.17,0.0
20230826:0402,0.0,0.0,0.0,7.59,0.83,0.0
20230826:0502,0.0,0.0,0.0,7.78,0.69,0.0
20230826:0602,34.05,54.65,9.47,7.66,0.9,0.0
20230826:0702,84.34,115.12,20.81,9.58,1.38,0.0
20230826:0802,136.59,212.66,31.0,11.14,3.17,0.0
20230826:0902,129.88,168.05,39.25,11.56,3.31,0.0
20230826:1002,113.17,149.06,44.45,11.94,3.31,0.0
20230826:1102,289.91,369.25,45.51,12.24,3.03,0.0
20230826:1202,271.6,346.77,42.13,12.71,2.69,0.0
20230826:1302,159.99,244.64,35.15,12.63,2.34,0.0
20230826:1402,98.07,167.75,25.75,12.49,2.28,0.0
20230826:1502,24.59,61.28,14.87,11.97,2.21,0.0
20230826:1602,3.35,12.75,3.12,11.26,1.72,0.0
20230826:1702,0.0,0.0,0.0,10.25,1.45,0.0
20230826:1802,0.0,0.0,0.0,9.12,1.38,0.0
20230826:1902,0.0,0.0,0.0,8.23,1.38,0.0
20230826:2002,0.0,0.0,0.0,7.49,1.45,0.0
20230826:2102,0.0,0.0,0.0,6.73,1.59,0.0
20230826:2202,0.0,0.0,0.0,6.04,1.72,0.0
20230826:2302,0.0,0.0,0.0,5.6,1.79,0.0
20230827:0002,0.0,0.0,0.0,5.29,1.79,0.0
20230827:0102,0.0,0.0,0.0,4.63,1.72,0.0
20230827:0202,0.0,0.0,0.0,4.23,1.72,0.0
20230827:0302,0.0,0.0,0.0,3.83,1.86,0.0
20230827:0402,0.0,0.0,0.0,3.53,1.93,0.0
20230827:0502,0.0,0.0,0.0,3.43,1.93,0.0
20230827:0602,21.47,38.25,9.74,4.29,1.86,0.0
20230827:0702,55.19,117.08,21.1,8.65,1.86,0.0
20230827:0802,129.89,211.26,31.31,12.06,1.72,0.0
20230827:0902,195.15,284.78,39.59,14.55,1.45,0.0
20230827:1002,232.04,327.48,44.81,16.42,1.24,0.0
20230827:1102,237.61,335.86,45.85,17.75,1.1,0.0
20230827:1202,213.98,308.68,42.43,18.58,1.31,0.0
20230827:1302,157.24,248.38,35.39,19.08,1.59,0.0
20230827:1402,83.76,162.34,25.94,19.17,1.66,0.0
20230827:1502,25.1,65.02,15.03,18.74,1.31,0.0
20230827:1602,3.71,13.66,3.26,17.33,1.38,0.0
20230827:1702,0.0,0.0,0.0,14.71,1.79,0.0
20230827:1802,0.0,0.0,0.0,12.65,2.0,0.0
20230827:1902,0.0,0.0,0.0,11.11,2.07,0.0
20230827:2002,0.0,0.0,0.0,9.55,2.14,0.0
20230827:2102,0.0,0.0,0.0,8.65,2.14,0.0
20230827:2202,0.0,0.0,0.0,8.18,2.14,0.0
20230827:2302,0.0,0.0,0.0,7.92,2.14,0.0
20230828:0002,0.0,0.0,0.0,7.64,2.21,0.0
20230828:0102,0.0,0.0,0.0,7.62,2.28,0.0
20230828:0202,0.0,0.0,0.0,7.46,2.34,0.0
20230828:0302,0.0,0.0,0.0,7.31,2.34,0.0
20230828:0402,0.0,0.0,0.0,7.08,2.34,0.0
20230828:0502,0.0,0.0,0.0,6.86,2.34,0.0
20230828:0602,21.8,39.16,10.01,7.71,2.21,0.0
20230828:0702,59.34,124.52,21.4,12.79,1.66,0.0
20230828:0802,133.1,220.32,31.63,19.38,1.38,0.0
20230828:0902,195.04,294.36,39.93,23.32,1.03,0.0
20230828:1002,230.32,338.03,45.17,25.53,0.76,0.0
20230828:1102,235.62,345.83,46.19,26.57,0.41,0.0
20230828:1202,214.18,320.27,42.72,27.02,0.21,0.0
20230828:1302,157.71,257.32,35.64,27.09,0.14,0.0
20230828:1402,86.14,169.91,26.14,26.8,0.14,0.0
20230828:1502,25.9,69.57,15.2,25.77,0.21,0.0
20230828:1602,4.0,14.57,3.4,25.16,0.28,0.0
20230828:1702,0.0,0.0,0.0,21.14,1.24,0.0
20230828:1802,0.0,0.0,0.0,17.97,1.79,0.0
20230828:1902,0.0,0.0,0.0,15.18,2.0,0.0
20230828:2002,0.0,0.0,0.0,13.19,2.14,0.0
20230828:2102,0.0,0.0,0.0,11.65,2.28,0.0
20230828:2202,0.0,0.0,0.0,10.67,2.34,0.0
20230828:2302,0.0,0.0,0.0,10.28,2.34,0.0
20230829:0002,0.0,0.0,0.0,10.19,2.34,0.0
20230829:0102,0.0,0.0,0.0,10.32,2.34,0.0
20230829:0202,0.0,0.0,0.0,10.42,2.41,0.0
20230829:0302,0.0,0.0,0.0,10.6,2.48,0.0
20230829:0402,0.0,0.0,0.0,10.9,2.48,0.0
20230829:0502,0.0,0.0,0.0,11.3,2.48,0.0
20230829:0602,22.89,42.41,10.29,12.39,2.34,0.0
20230829:0702,72.33,135.7,21.69,15.77,1.86,0.0
20230829:0802,140.7,227.44,31.95,22.81,1.66,0.0
20230829:0902,197.58,297.78,40.28,26.36,1.66,0.0
20230829:1002,232.63,340.44,45.53,28.13,2.07,0.0
20230829:1102,238.86,348.62,46.53,28.75,2.48,0.0
20230829:1202,213.45,321.04,43.02,28.93,2.55,0.0
20230829:1302,159.28,260.18,35.88,28.85,2.28,0.0
20230829:1402,86.77,171.97,26.34,28.47,2.14,0.0
20230829:1502,25.26,71.5,15.36,27.28,1.72,0.0
20230829:1602,5.0,16.39,3.54,25.52,1.45,0.0
20230829:1702,0.0,0.0,0.0,24.46,1.24,0.0
20230829:1802,0.0,0.0,0.0,21.34,1.66,0.0
20230829:1902,0.0,0.0,0.0,20.51,1.59,0.0
20230829:2002,0.0,0.0,0.0,20.81,1.17,0.0
20230829:2102,0.0,0.0,0.0,21.07,0.9,0.0
20230829:2202,0.0,0.0,0.0,19.13,1.45,0.0
20230829:2302,0.0,0.0,0.0,16.91,1.93,0.0
20230830:0002,0.0,0.0,0.0,16.46,2.0,0.0
20230830:0102,0.0,0.0,0.0,16.91,1.79,0.0
20230830:0202,0.0,0.0,0.0,17.58,1.66,0.0
20230830:0302,0.0,0.0,0.0,17.94,1.59,0.0
